مرحبًا.	Hi.
ما أخبروك به ليس صحيحاً.	What they told you is not true.
متى وصلت إلى هناك؟	What time did you arrive there?
متى يبدأ الفلم؟	What time does the movie start?
ماذا تنصحني أن أفعل؟	What would you advise me to do?
متى قدم توم الى استراليا	When did Tom come to Australia?
متى يُغلق المطعم؟	When does the restaurant close?
متى تُبثّ الحلقة القادمة؟	When will the next episode air?
أين يمكنني إجراء مكالمة هاتفية؟	Where can we make a phone call?
إلى أين ستذهب؟	Where else are you going to go?
أين أقرب صيدلية؟	Where is the nearest drugstore?
أيهما أثقل، الذهب أم الرصاص؟	Which is heavier, lead or gold?
من سيعتني بالطفل ؟	Who will take care of the baby?
من رئيس هذه الشركة؟	Who's the boss of this company?
من يرأس هذه الشركة؟	Who's the boss of this company?
لم ترتدي ذلك الوشاح؟	Why are you wearing that scarf?
لمَ أبقيت هذا سرًّا؟	Why did you keep that a secret?
لماذا أردت الحديث إليّ؟	Why did you want to talk to me?
لم لم تتّصل بي مسبّقا؟	Why didn't you call me earlier?
لم لم تتّصلوا بي مسبّقا؟	Why didn't you call me earlier?
لم لم تتّصلن بي مسبّقا؟	Why didn't you call me earlier?
لِمَ تريد المغادرة اليوم؟	Why do you want to leave today?
لم تريدين المغادرة اليوم؟	Why do you want to leave today?
لم لا نقوم بذلك للتّو؟	Why don't we do that right now?
لماذا يعاملنا توم بلطف بالغ؟	Why is Tom being so nice to us?
لماذا تأخرت هذا الصباح؟	Why were you late this morning?
لم لن تكون هنا غدا؟	Why won't you be here tomorrow?
هل ستكون في البلاد وقت عيد الميلاد؟	Will you be home for Christmas?
ألا تبعد يدك عني؟	Will you take your hand off me?
هلّا أصغيتم رجاءً؟	Would you please pay attention?
الخميرة ستجعل العجين ينتفخ.	Yeast will make the dough rise.
نعم، على الأرجح أنها سوف تأتي إلى المنزل.	Yes, she'll probably come home.
أنتَ تقريباً تحطمت في سيارتي.	You almost crashed into my car.
يمكنكَ دائماً أن تسألني للمساعدة.	You can always ask me for help.
يمكنكِ دائماً أن تسأليني عن المساعدة.	You can always ask me for help.
تستطيع قيادة سيارة، صحيح؟	You can drive a car, can't you?
تستطيع قراءة اي شيء تريد.	You can read anything you want.
يمكنك قراءة ما بين السطور.	You can read between the lines.
أنت لا تعلم بالقصة كاملة.	You don't know the whole story.
أنتَ تعرف بقية القصة.	You know the rest of the story.
يجب عليك أن تعوض عن الوقت الضائع.	You must make up for lost time.
عليك أن ترتاح بعد التمرين.	You should rest after exercise.
لم يكن يجدر بك أن تجعلني أتوسل.	You shouldn't have made me beg.
ستنسَني يوماً ما.	You'll forget about me someday.
سوف تنساني يوما ما.	You'll forget about me someday.
ستحتاج جسرًا مؤقتًا.	You'll need a temporary bridge.
أنت أكبر قليلا من توم.	You're a little older than Tom.
انت تحفر قبرك.	You're digging your own graves.
تعليقاتك كانت مناسبة.	Your comments were appropriate.
وقعت نظارتك على الأرض.	Your glasses fell on the floor.
ربطة عنقك تليق ببزتك.	Your necktie matches your suit.
كانت أسئلتك مباشرة جداً.	Your questions were too direct.
غرفتك انظف من غرفتي.	Your room is cleaner than mine.
الحاسوب آلة معقدة.	A computer is a complex machine.
خذ من غناك لفَقْرك.	A penny saved is a penny earned.
تبقي الثلاجة اللحم طازجا.	A refrigerator keeps meat fresh.
الأفعال أبلغُ مِنَ الأقوالِ.	Actions speak louder than words.
العبرةُ بالأعمالِ وليست بالأقوال.	Actions speak louder than words.
الأفعال أبلغ من الأقوال.	Actions speak louder than words.
كل ما كان يحتاجه توم حقاً هو عناق.	All Tom really needed was a hug.
يستطيع كل أصدقائي التحدث بالفرنسية.	All my friends can speak French.
هل أنت متأكد بأن سامي فاز؟	Are you absolutely sure Tom won?
هل تقول بأنك استسلمت ؟	Are you saying that you give up?
ألم تنس شيئا؟	Aren't you forgetting one thing?
ألم تنس شيئا؟	Aren't you forgetting something?
و أخيراً حلّت المشكلة.	At last, she solved the problem.
بكين هي عاصمة الصين.	Beijing is the capital of China.
اتّصل بي حالما تجد توم.	Call me as soon as you find Tom.
اتّصلي بي حالما تجدين توم.	Call me as soon as you find Tom.
هلّا نصحتني بطبيب جيّد؟	Can you recommend a good doctor?
هل لاحظت كيف كان ينظر إليّ؟	Did you see how he looked at me?
أأريتها والديك؟	Did you show it to your parents?
هل أريتها والديك؟	Did you show it to your parents?
ألم أطلب منك عدم فعل ذلك؟	Didn't I ask you not to do that?
أتعتقد أن هناك أشباح؟	Do you believe there are ghosts?
هل عندك خطط لليوم؟	Do you have any plans for today?
أتعرف أحدًا في أستراليا؟	Do you know anyone in Australia?
أتظنّها كانت حادثة؟	Do you think it was an accident?
أتظنها ستُثلج؟	Do you think it's going to snow?
هل تريد الذهاب إلى السينما؟	Do you want to go to the movies?
اتريد لعب الغولف أم لا؟	Do you want to play golf or not?
هل يذكّر هذا بشخص ما؟	Does this remind you of anybody?
لا تقبل بالعالم كما هو.	Don't accept the world as it is.
لا تنس أن تتّصل بي اللّيلة.	Don't forget to call me tonight.
لا تنس معاينة الدّواليب.	Don't forget to check the tires.
لا تحكم بسرعة.	Don't pass judgment too quickly.
لا تتكلم بصوت عالٍ هنا.	Don't talk in a loud voice here.
لا تقلق. أنا سأبقى معك..	Don't worry. I'll stay with you.
حتى الأطفال يمكنهم فهم ذلك.	Even children can understand it.
رب ضارّةٍ نافعة.	Every cloud has a silver lining.
كل شخص لديه آرائه الخاصّة.	Everybody has their own opinion.
كان الجميع بملابس أنيقة.	Everybody was very well dressed.
كلّ ما فعلتُ كان لِتوم.	Everything I did, I did for Tom.
كل ما يحصل، يحصل لسبب.	Everything happens for a reason.
كل شيء يحدث لسبب ما.	Everything happens for a reason.
كل شيء أفضل من دونك.	Everything's better without you.
على الأصدقاء مساعدة بعضهم البعض.	Friends should help one another.
حيوانات الباندا الضخمة تعيش في الصين فقط.	Giant pandas live only in China.
هاملت مسرحية لشكسبير.	Hamlet is a play by Shakespeare.
هل وصلتني أي رسائل؟	Have any letters arrived for me?
هل أنهيت كل واجباتك؟	Have you done all your homework?
هل أنجزت جميع فروضك؟	Have you done all your homework?
هل أنهيت واجباتك؟	Have you finished your homework?
هل قرأت جريدة اليوم بعد؟	Have you read today's paper yet?
إنه يشبه أباه كثيراً.	He closely resembles his father.
فشِل بسبب قلة المال.	He failed, due to lack of money.
نسي أن يطفئ النور.	He forgot to turn off the light.
انتظر لساعة.	He has been waiting for an hour.
لقد بدأ بكتابة رواية.	He has started to write a novel.
إنه يتحسّن يوماً بعد يوم.	He is getting better day by day.
إنه يتحسّن كل يوم.	He is getting better day by day.
يعجبه أن يغني في حوض الاستحمام.	He likes to sing in the bathtub.
وضع الكتاب على الرف.	He placed the book on the shelf.
بقي عازباً طوال حياته.	He remained single all his life.
حكى لنا قصة شيقة.	He told us an interesting story.
جرّبها مرة بعد أخرى.	He tried it over and over again.
حاول أن يتخلص من النمل.	He tried to get rid of the ants.
هو سوف لن يخلف وعده أبدا.	He will never break his promise.
عن ماذا تتحدث؟	Hey, what are you talking about?
لا غِنى لنا عن مساعدته.	His help is indispensable to us.
كانت أمها مدرّسة.	His mother was a school teacher.
أصبح ابنه عازف بيانو شهير.	His son became a famous pianist.
كيف يمكن أن لا تقول شيئاً؟	How could you not say something?
كيف عَلِم توم مكان ماري؟	How did Tom know where Mary was?
كيف تعرف أنك تستطيع القيام بذلك؟	How do you know you can do that?
كم تريد أن يُدْفَعَ لك؟	How much do you want to be paid?
طلبت منه أن يبعث إلينا بالكتاب.	I asked him to send us the book.
